id,video,emotion,emotion_clean
588,https://drive.google.com/file/d/1w-TQaLmAmRWnegKNoVEioBMkDb_QOrgE/view?usp=drive_link,Surprise,Surprise
234,https://drive.google.com/file/d/1W1MHuBFcVp1Lro3wg-dDzrj1DzUgyFoQ/view?usp=sharing,Proud,Proud
429,https://drive.google.com/file/d/1wadNVxw-weTOGpTtdcvf1Gp55-HmpyZw/view?usp=sharing,Surprise,Surprise
283,https://drive.google.com/file/d/1wr145RnytH5fnStLBsCJzMhUDMyt3up3/view?usp=sharing,Joy,Joy
749,https://drive.google.com/file/d/1WXFtSqo9CoaUaUjAS25NYQ4ygwrbb4Tg/view?usp=drive_link,Trust,Trust
422,https://drive.google.com/file/d/1x50LZ0k1yXgSGNIjv0md22yM06WKPKuU/view?usp=sharing,Surprise,Surprise
563,https://drive.google.com/file/d/1XfK7VwPpb4ZVM5msAaGdKpZh1hjWNAgp/view?usp=drive_link,Proud,Proud
765,https://drive.google.com/file/d/1XGzX-NKZenX55Qzsx7KhKr0ahi4PaXgd/view?usp=drive_link,Fear,Fear
264,https://drive.google.com/file/d/1xnnqC_dCycMn_WX7uTEjgat_XSnfRYaF/view?usp=sharing,Joy,Joy
423,https://drive.google.com/file/d/1xohZ4PTuUWwJKHH-nlKLsfWgcUe6q0gE/view?usp=sharing,Proud,Proud
263,https://drive.google.com/file/d/1xSQdvW4eV85M8MtKiLxEbiRAnyymwnyE/view?usp=sharing,Surprise,Surprise
442,https://drive.google.com/file/d/1xUD-KfpibrnAHW3-uCISWwU527AQ-BUN/view?usp=sharing,Proud,Proud
356,https://drive.google.com/file/d/1YbfJb9n-H24D0ud3jDZxtskL7sf-nVS5/view?usp=drive_link,Trust,Trust
744,https://drive.google.com/file/d/1YIqQHOYRoED2dnnOnLSuwdrBhyi_66uo/view?usp=drive_link,Trust,Trust
77,https://drive.google.com/file/d/1YIy7DteRuFINaJ7Wb2UQDIReVLnXngma/view?usp=share_link,Surprise,Surprise
407,https://drive.google.com/file/d/1Yl1ocOLrNkvokbxAJNGFJd6FC1eYzhm4/view?usp=sharing,Proud,Proud
424,https://drive.google.com/file/d/1yLyoC9nI4gazvTGLfppJVKitpQA1xb9K/view?usp=sharing,Joy,Joy
269,https://drive.google.com/file/d/1YmlpSSW6yy3WyYBmjzhRhmXW6G5rgK0Z/view?usp=sharing,Proud,Proud
239,https://drive.google.com/file/d/1Yqx2xGXcvKlK5MiiaR6ABUpFRiJ9eM0o/view?usp=sharing,Trust,Trust
291,https://drive.google.com/file/d/1z2XXkOsrht4DoaCiESXM57fZPD19uVeF/view?usp=sharing,Proud,Proud
428,https://drive.google.com/file/d/1Z46He28wmMpM4XX5PJaDprudGhn4BUmj/view?usp=sharing,Proud,Proud
331,https://drive.google.com/file/d/1Z6HV13StqwXPvVsirZBEhTsACRuIXfvo/view?usp=drive_link,Trust,Trust
447,https://drive.google.com/file/d/1Z9-ac4oUzNkFmq-1TW8APHEZwGEjkDIE/view?usp=sharing,Proud,Proud
281,https://drive.google.com/file/d/1z9-ww8CVET21pVgUMOXyoK2hjllGYJUD/view?usp=sharing,Trust,Trust
296,https://drive.google.com/file/d/1z_ht8tUGHqrXLijQntzDHDGvnVxYvp67/view?usp=drive_link,Anger,Anger
336,https://drive.google.com/file/d/1zM_ds6y4N-22v49ZU2rB_Sv5vgsKOLt4/view?usp=drive_link,Proud,Proud
761,https://drive.google.com/file/d/1zqccjSV6gPHkAfzaTElVisBYWO3ZL5lB/view?usp=drive_link,Surprise,Surprise
746,https://drive.google.com/file/d/1Zr_9U8OR77AmP3QJ_x-BbvNjxG0XBZTQ/view?usp=drive_link,Surprise,Surprise
578,https://drive.google.com/file/d/1zwprulKsqNYyLDn40h1Of-iKmfy9KPem/view?usp=drive_link,Sadness,Sadness
635,https://instagram.com/p/DGsKrpyyPZW/,Trust,Trust
623,https://instagram.com/p/DIbKUhAyTQ0/,Proud,Proud
624,https://instagram.com/p/DIv0YHdyB5I/,Surprise,Surprise
625,https://instagram.com/p/DJJHBZ5Sr_6/,Surprise,Surprise
626,https://instagram.com/p/DKTTiaqIA9e/,Joy,Joy
627,https://instagram.com/p/DKWLmlTSZ6-/,Surprise,Surprise
694,"https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQN_zYx0y2arbT_hsqxzaVahpPYwzIiu2fb8Mn3wxx7e5ap5_iwRJwBdtPzy5CDXxDqslabGCXsv8lnHOMaFORBSKBO3drsnlfvi4mY.mp4?_nc_cat=103&_nc_oc=Adn07imuhlnEp9PT4pLBDcR79M6E-ake0kCHNoCDmUHxbkfTgxF9oH_X--cLaOxain4QpV6l6QuuBJ1EvoIuYgS8&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=3Buz1nY5I7AQ7kNvwF79gw-&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTk1ODQ0NDE2MTU3ODU1NCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM5LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d67b066dcecfa0db&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wNzQ4Nzc2QjEwODc5MEVEQTZFMjdCNkRFNjdGNzY5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTEx0OVI0UGlXQmdZT01FQVBWSEVROGhoNjViYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm9NiBibrM-gYVAigCQzMsF0BDrtkWhysCGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=Pp0OH6qhovJrRCwYgrIvEA&_nc_zt=28&oh=00_AfV6zOtn6qcTTWuGCxDNut2rrK7IdnUEBkIwn8wMMSFvbA&oe=689B4570, https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQN_zYx0y2arbT_hsqxzaVahpPYwzIiu2fb8Mn3wxx7e5ap5_iwRJwBdtPzy5CDXxDqslabGCXsv8lnHOMaFORBSKBO3drsnlfvi4mY.mp4?_nc_cat=103&_nc_oc=Adn07imuhlnEp9PT4pLBDcR79M6E-ake0kCHNoCDmUHxbkfTgxF9oH_X--cLaOxain4QpV6l6QuuBJ1EvoIuYgS8&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=3Buz1nY5I7AQ7kNvwF79gw-&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTk1ODQ0NDE2MTU3ODU1NCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM5LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d67b066dcecfa0db&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wNzQ4Nzc2QjEwODc5MEVEQTZFMjdCNkRFNjdGNzY5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTEx0OVI0UGlXQmdZT01FQVBWSEVROGhoNjViYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm9NiBibrM-gYVAigCQzMsF0BDrtkWhysCGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=Pp0OH6qhovJrRCwYgrIvEA&_nc_zt=28&oh=00_AfV6zOtn6qcTTWuGCxDNut2rrK7IdnUEBkIwn8wMMSFvbA&oe=689B4570, https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQN_zYx0y2arbT_hsqxzaVahpPYwzIiu2fb8Mn3wxx7e5ap5_iwRJwBdtPzy5CDXxDqslabGCXsv8lnHOMaFORBSKBO3drsnlfvi4mY.mp4?_nc_cat=103&_nc_oc=Adn07imuhlnEp9PT4pLBDcR79M6E-ake0kCHNoCDmUHxbkfTgxF9oH_X--cLaOxain4QpV6l6QuuBJ1EvoIuYgS8&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=3Buz1nY5I7AQ7kNvwF79gw-&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTk1ODQ0NDE2MTU3ODU1NCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM5LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d67b066dcecfa0db&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wNzQ4Nzc2QjEwODc5MEVEQTZFMjdCNkRFNjdGNzY5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTEx0OVI0UGlXQmdZT01FQVBWSEVROGhoNjViYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm9NiBibrM-gYVAigCQzMsF0BDrtkWhysCGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=Pp0OH6qhovJrRCwYgrIvEA&_nc_zt=28&oh=00_AfV6zOtn6qcTTWuGCxDNut2rrK7IdnUEBkIwn8wMMSFvbA&oe=689B4570",Trust,Trust
705,"https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQNrtpQvOcYvTqJRDkL1ifqazdoN61PVFOjCyzWbzvjPbZ3-na0NhUPA091SlkDQz2ZLdVMhRLOJZRHsBaMBVU1TklXtYUtOMjT5Mes.mp4?_nc_cat=108&_nc_oc=AdmfjOUBvFGmyCkDjT8r405q-Oh_PZjmdP52t92msx3eLurnuknsYzciWgI4IpidxbVtyWuqVwp6bQBCMebUt1Pw&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=Fxn7PTMqYY4Q7kNvwFswAcx&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuMTI3OC5kYXNoX2Jhc2VsaW5lXzFfdjEiLCJ4cHZfYXNzZXRfaWQiOjc4NDE5MjE3MDYwODIxOCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjczLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e17762f7b1c1d635&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BMTQ0MjIzQTE1NTI4OUE3NDZERkMzRjA1RDhDRjJCRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSmhGVng5cHhobk00WTRFQVBtMzFCTkt5YjhkYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmtJme_P7N5AIVAigCQzMsF0BSap--dsi0GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=yKFMa1EztZvjZ3uABwn3HA&_nc_zt=28&oh=00_AfWD_kXoRJdYvlLmz5lvHsV_QvAuQ51JNd3eKhfB3O9yHw&oe=689B5E99, https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQNrtpQvOcYvTqJRDkL1ifqazdoN61PVFOjCyzWbzvjPbZ3-na0NhUPA091SlkDQz2ZLdVMhRLOJZRHsBaMBVU1TklXtYUtOMjT5Mes.mp4?_nc_cat=108&_nc_oc=AdmfjOUBvFGmyCkDjT8r405q-Oh_PZjmdP52t92msx3eLurnuknsYzciWgI4IpidxbVtyWuqVwp6bQBCMebUt1Pw&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=Fxn7PTMqYY4Q7kNvwFswAcx&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuMTI3OC5kYXNoX2Jhc2VsaW5lXzFfdjEiLCJ4cHZfYXNzZXRfaWQiOjc4NDE5MjE3MDYwODIxOCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjczLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e17762f7b1c1d635&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BMTQ0MjIzQTE1NTI4OUE3NDZERkMzRjA1RDhDRjJCRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSmhGVng5cHhobk00WTRFQVBtMzFCTkt5YjhkYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmtJme_P7N5AIVAigCQzMsF0BSap--dsi0GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=yKFMa1EztZvjZ3uABwn3HA&_nc_zt=28&oh=00_AfWD_kXoRJdYvlLmz5lvHsV_QvAuQ51JNd3eKhfB3O9yHw&oe=689B5E99, https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQNrtpQvOcYvTqJRDkL1ifqazdoN61PVFOjCyzWbzvjPbZ3-na0NhUPA091SlkDQz2ZLdVMhRLOJZRHsBaMBVU1TklXtYUtOMjT5Mes.mp4?_nc_cat=108&_nc_oc=AdmfjOUBvFGmyCkDjT8r405q-Oh_PZjmdP52t92msx3eLurnuknsYzciWgI4IpidxbVtyWuqVwp6bQBCMebUt1Pw&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=Fxn7PTMqYY4Q7kNvwFswAcx&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuMTI3OC5kYXNoX2Jhc2VsaW5lXzFfdjEiLCJ4cHZfYXNzZXRfaWQiOjc4NDE5MjE3MDYwODIxOCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjczLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e17762f7b1c1d635&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BMTQ0MjIzQTE1NTI4OUE3NDZERkMzRjA1RDhDRjJCRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSmhGVng5cHhobk00WTRFQVBtMzFCTkt5YjhkYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmtJme_P7N5AIVAigCQzMsF0BSap--dsi0GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=yKFMa1EztZvjZ3uABwn3HA&_nc_zt=28&oh=00_AfWD_kXoRJdYvlLmz5lvHsV_QvAuQ51JNd3eKhfB3O9yHw&oe=689B5E99",Surprise,Surprise
709,"https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQOmEkBINMLerU8OSYmJ6Ih1h08vQv_Z-267MnsQxGBMQaUWwj3Ugn1P89oDZfAVNadGZELYVRuk-6icr4f11N5_U1ibtPmGSi0j7R4.mp4?_nc_cat=108&_nc_oc=Admheqc9tYbeC7x7lodLWmXqtg98UFlgaV4GhNNLUcysyRP_A_punAfmrRPaoY8lbxEhUNd-eIAdQGGOeZyJK6zb&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=IW0flqgZ-8cQ7kNvwEeylGL&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg4NjgyMTY1ODUyNTgxMSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjcwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=39c00162f1dbb29b&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xRTQ0QjU3Q0UwQzNGNUZGNzc3MUZGQkEzNjk5NkQ5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSzNiNng0dklCNmNPczhEQUV6MkV2QXk3UHB1YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm5oGw67yD2gYVAigCQzMsF0BRt2yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfVcgs9OAJZJ-jELaFadWZCA-k8N1i0AuVaHmplwN99hzw&oe=689B2D2D, https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQOmEkBINMLerU8OSYmJ6Ih1h08vQv_Z-267MnsQxGBMQaUWwj3Ugn1P89oDZfAVNadGZELYVRuk-6icr4f11N5_U1ibtPmGSi0j7R4.mp4?_nc_cat=108&_nc_oc=Admheqc9tYbeC7x7lodLWmXqtg98UFlgaV4GhNNLUcysyRP_A_punAfmrRPaoY8lbxEhUNd-eIAdQGGOeZyJK6zb&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=IW0flqgZ-8cQ7kNvwEeylGL&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg4NjgyMTY1ODUyNTgxMSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjcwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=39c00162f1dbb29b&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xRTQ0QjU3Q0UwQzNGNUZGNzc3MUZGQkEzNjk5NkQ5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSzNiNng0dklCNmNPczhEQUV6MkV2QXk3UHB1YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm5oGw67yD2gYVAigCQzMsF0BRt2yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfVcgs9OAJZJ-jELaFadWZCA-k8N1i0AuVaHmplwN99hzw&oe=689B2D2D, https://instagram.fcgk38-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQOmEkBINMLerU8OSYmJ6Ih1h08vQv_Z-267MnsQxGBMQaUWwj3Ugn1P89oDZfAVNadGZELYVRuk-6icr4f11N5_U1ibtPmGSi0j7R4.mp4?_nc_cat=108&_nc_oc=Admheqc9tYbeC7x7lodLWmXqtg98UFlgaV4GhNNLUcysyRP_A_punAfmrRPaoY8lbxEhUNd-eIAdQGGOeZyJK6zb&_nc_sid=5e9851&_nc_ht=instagram.fcgk38-1.fna.fbcdn.net&_nc_ohc=IW0flqgZ-8cQ7kNvwEeylGL&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg4NjgyMTY1ODUyNTgxMSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjcwLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=39c00162f1dbb29b&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xRTQ0QjU3Q0UwQzNGNUZGNzc3MUZGQkEzNjk5NkQ5Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSzNiNng0dklCNmNPczhEQUV6MkV2QXk3UHB1YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm5oGw67yD2gYVAigCQzMsF0BRt2yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_zt=28&oh=00_AfVcgs9OAJZJ-jELaFadWZCA-k8N1i0AuVaHmplwN99hzw&oe=689B2D2D",Trust,Trust
