id,text,label
487,"Aslinya nih ya, kalian ngelakuin baxepkers kayak gini, terus lanjut dumbbell rose kayak gini 8-12 kali Terus lanjut squat, sampai pegang dumbbell kayak gini, terus angkat dumbbell ke atas 8-12 kali juga Dan dilanjut dengan dumbbell chest press dilantai sambil kaki yang diangkat gini 8-12 kali juga Ini tuh udah termasuk full body workout, cuma pake satu dumbbell aja, versi pemula banget Cocok banget buat kalian yang baru banget pengen mulai workout di rumah, cuma punya dumbbell dan cuma punya waktu singkat Atau kuatnya baru sebentar Karena cukup dengan 3 gerakannya tadi tuh, kalian udah bisa ngelati yang bersemuanya otot di badan kalian Terus juga gampang dilakuin Lantar kalau kalian udah bisa rutin, terus gerakan-gerakan tadi tuh di rasa mudah, kalian bisa upgrade workoutnya nih Misalkan dengan ngomisakan 2 gerakannya yang digabung tadi tuh jadi 1-1 Biar bisa fokus di salah satu bagian otot Atau kalian naikin bebannya, sekarang kalian kuatnya baru 1 kilo, nanti bisa naik ke 2 kilo Atau kalian bisa mulai latihan bodyweight workout kayak push up, pull up, squat dan lain-lain Atau bisa juga langsung mulai latihan kejima aja buat upgradenya Kok lo lho lebih rambi begitau ke tiga-tiga tips-tip surot lainnya Share kalau misalkan video di rumah Fahad, tarp semangat torootnya dan stay hard",Trust
488,kalian tau ga sih kalo kalian pemula banget dan cuma punya waktu 60 detik buat world war kalian udah bisa ngakuin 5x squad sampe pake dumbbell kecil kayak gini 2 3 4 5 lanjut 5x reverse lunges pake dumbbell gini juga 2 2 3 sorry 6 kali maksudnya lanjut turun ke lantai buat ngakuin 5x nipus up 2 3 4 5 lanjut 10 kali mountain climbers 4 5 6 jub 8 9 10 lanjut berdiri dan sampe pegang kursi gini ngakuin 5x dumbbell roast 2 3 4 5 lanjut yang kiri 2 3 4 5 dan selesai cukup dengan 1 menit kalian udah bisa ngelatih hampir semua otot di badan kalian walaupun ini bukan world war terbaik tapi di video ini aku mau nunjukin ke kalian kalian tuh sebenernya punya waktu buat world war karena cukup dalam 1 menit aja kalian udah bisa ngelatih berapa gerakan tadi banyak kan share video ini kalo mau nampakat yuk mulai world war karena 1 menit kalian udah bisa top swangat world war dan stay up,Proud
489,"Bro, aku pengen banget bisa pull up, tapi gak tau cara latihannya gimana, harus mulai dari mana, ah pokoknya semuanya lah Ajarin dong Oke oke, tenang aja bro, sini aku ajarin nih Tapi jangan lupa di save, habis itu ini di praktekin ya Oke oke, siap siap siap Oke, buat awal banget nih kamu fokus latihan dua gerakan duluan aja ya Yang pertama nya ada leg assisted pull up Semakin kedua adalah kamu latihan gelantungan di tiang pull up gini nih atau dead hang Oke, bisanya harus sampai berapa kali tuh? Fokus aja sampai bisa kira-kira 15 jetik lah Ah oke oke, terus oke, terus kalau misalnya udah lancar dua gerakan tadi, kamu bisa mulai latihan australian pull up Jadi kakinya segininya aja kira-kira mesti jauh-jauh, kamu tarik barang-barang ke arah tiangnya gini nih Nah, kalau misalnya udah lancar kira-kira bisa 10-12 kali lah Kamu jawin terus kakaknya sampai yaa kira-kira segiri lah Bisa kamu latihan tarik barang-barang ke arah tiangnya gini Oke oke oke, terus oh ada lagi bro, kalau misalnya udah lancar gara-gara gana tadi, kamu bisa latihan pull up pake resistance band gini nih Ini latihannya kaya pull up biasa tapi lebih ringan karena dibantu sama resistance bandnya Tapi kalau misalnya kamu gak punya resistance band di rumah, tenang aja Kalau bisa pake bantuan kursi gini, nah bisa kamu latihan negatif pull up Jadi kamu lompat dari kursinya ke atas tiangnya gini set Terus turun pelan-pelan gini nih, nah Itu latihanya berapa kali seminggu bro sebaiknya Kalau kamu mau mulai banget, biar konsisten coba satu-satunya dua kali seminggu aja Tapi kalau mau optimal bisa coba sampai 3 kali seminggu ya Nah oke oke oke, makasih ya bro info nya, aku bakal follow kamu deh habis ini Oke siap sama-sama bro",Trust
490,"hari ini untuk pertama kali yang dalam hidupku, aku nyobain warout sebelum saur dan aku mau share ke kalian kelebihan, kekurangan, dan kira-kira ini cocoknya buat siapa oke, pertama kelebihan yang aku rasain adalah aku bisa minum pas lagi jeda saat warout jadi hidrasinya tetap terjaga selain itu juga setelah selesai warout, aku bisa langsung isi energi dengan makan saur kelebihan yang aku rasain adalah pas pagi-pagi kayak jam 7 jam 8 jam 9 gitu bodoh aku soger banget ya gak lemes ataupun capek kekurangannya adalah so wajar kali yang antuk siang-siang tuh nah kekurang lainnya adalah waktu waroutnya mepet tadi pagi aku cuma dapet sekitar 40-45 menit buat waroutnya karena abis warout, aku harus masak buat saur oke itu plus dan minus yang aku rasain ya kalau kalian pernah warout sebelum saur, coba komen di bawah kalian sama gak? kelebihan yang kekurangannya nah lanjut, cocoknya buat siapa ini? nah menurutku ini cocoknya buat orang yang waktu sore sampai malamnya itu padet misalkan sore-sore cari takjil atau buka puasa di mesjid abis itu mageri pan di mesjid, terus malamnya abis sola terawet pada rusan sampai malam makanya gak ada waktu buat warout nah kalau misalkan kalian mau nyoba warout ini, aku saranin cobanya pas hari Libur ya ini aku nyobanya di hari minggu BTV tujuannya adalah biar kalian tuh bisa evaluasi badan kalian dulu lah dari pagi sampai sorenya tuh gimana, kira-kira cocok atau gak kalau misalkan respon badan kalian cocok, bagus, lanjutin tapi kalau misalkan gak cocok, ganti waktu lain aja dah gitu itu si videonya, share kalau bernama faat, stay hard",Surprise
491,Lagi ada apa ini? Ramai-rama berenang bila Mengarungi selat Madura bersama Wakasa Laksama nama dia T&E Win Aldi Karma Terima kasih kerana menonton!,Surprise
492,Lagi ada apa ini? Ramai-rama berenang bila Mengarungi selat Madura bersama Wakasa Laksama nama dia T&E Win Aldi Karma Terima kasih kerana menonton!,Proud
493,"bersama mas Mokles Gibran menutup Fornas KKL 8.3 tahun 2025 NTV Makmur Mendunya bukan lagi sekedar slogan tapi benar-benar terasa dan terbukti di setiap moment Fornas KKL ini event KKL ini memiliki temen yang sangat keren kalah menang semua senang benar ya ini pesertais ini? semuanya senang jadi Fornas ini seperti nasi tumpang isinya macam-macam dari remaja hingga lansia dari olah raga tradisi hingga rekreasi dari sabang sampai merauke tapi semuanya punya satu rasa rasa cinta pada bangsa rasa cinta pada olah raga kalah menang itu biasa yang penting seluruh peserta bisa bergembira bisa bertemu dengan sodara-sodara sebangsa dan setanah air Fornas ini selain membawa kegembiraan juga memberikan dampak perputaran ekonomi yang besar ini kalau diperikirakan mencapai 150an M mulai dari penerbangan, hotel, konsumsi besar sekali dan jumlah total pengunjung yang datang ke NTV karena Fornas ini berkirahannya mencapai 40.000 orang saya berharap bapak-ibu acara Fornas ini tidak hanya memberikan dampak ekonomi tapi juga menjadi ajang kita untuk semakin merkatkan persatuan dan kesatuan serta sebagai salah satu sarana dalam menjaga warisan keputayaan bangsa yang kita cintai ini berlayar dari kayangan kegili membawa semangat dari timur negeri sampai jumpa di Fornas menangan nanti kita jumpa lagi dengan semangat tinggi kita tinggal di jangka",Surprise
494,"Moment Pilih Salim, nyimangatin para in-warga. Apa nih buat Kornas malam ini? Pokoknya jaya semangat selalu, kita lihat pertandingannya. Kala menang semua senang.",Proud
495,"KAMI DERI BEGROUN BUDA Saya berkenalkan, saya Candra Ditian Ugraha, Ketuaumum Himpulan Mahasih Selamudis Indonesia, yang tergabung di dalam Kulampok Cipayung Plus. Kami ini sudah berdiri pada tahun 1971. Tentunya sudah banyak melahirkan pemimpin-pemimpin yang lahir dari Rahim Ikma Budi. Kami dari Begron Buda sendiri, yang mengajarkan dan mengamalkan nilai Dharma. Ini adalah nilai perdomansi hidup yang diajarkan oleh Sang Buda. Yang mana itu ada bentuk kecintaan, cinta kasih, ada rasa empati dan rasa bagaimana kita menyayangi sama makhluk hidup. Bagaimana kita bisa melakukan gerakan nyata. Bukan hanya kita terkurung dalam segmen dimensi ritualisme. Nah, ini bisa menjadi simbol dan patron terhadap kepersatuan dan terkait kebinekaan dan terkait keberagaman. Jadi, ini Cipayung bisa dikatakan, inilah wajah-wajah anak-anak muda yang bisa bersatu di dalam satu rumah yang mungkin orang-orangnya berbeda karakter, berbeda suku, berbeda agama. Tapi bisa di-satu kan dalam forum Cipayung Plus. Apa Madina sama Medina, berjuanglah dengan suguh-sungguh. Terima kasih.",Proud
496,"Assalamualaikum warahmatullahi wabarakatuh. Salam sejahtera untuk kita semua. Shalom, Om Swastiastu, Nama Budaya, Salam Kebajikat. Salam Sehat, Bugar, Gembira, Luar Biasa. Saya Agus Harimurti Doyono, Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan, Mengucapkan Selamat dan Sukses atas Penyenanggaraan Festival Olahraga Masyarakat Nasional atau Fornas yang Kedelapan, Tanggal 26 Juli hingga 1 Agustus 2025 di Provinsi Nusa Tenggara Barat. Mari kita terus mengolahragakan masyarakat dan memasyarakatkan olahraga dari kita oleh kita untuk kita. Kalah menang, semua senang. Terima Kasih Wassalamualaikum warahmatullahi wabarakatuh.",Surprise
497,"Bersama mengkopi Mk. Pratikno, kemenpora bersama LPD, PM meluncurkan biasiswa kaolah ragaan, yang ditujukan untuk para atlet, mantan atlet, dan juga tenaga kaolah ragaan. Kita butuh ekspertis, kita pake tiga, ekosistem industri ini, kaolah raga ini masih sangat duas untuk bisa digemakan di Indonesia. Pususnya Pratikno ini berupakan sosok yang sejak awal, mendorong LPD ini bisa untuk khusus ke orang harga. Jadi, itu kutambil untuk orang harga. Saya senang-senang bahagia karena akhirnya, meluncur juga, tapi kita bersama apresiasi untuk membuat keususnya untuk LPD. Semoga kedepang LPD juga bisa digabar kemari untuk kepunggatan lainnya. Salat satu, upaya kemurintah di bawah kepunggatan pakaian LPD, bagaimana kesihatan terangan dunia orang harga nanti berjami. Ini tanda bagaimana pakaian LPD saat mencintai orang harga Indonesia. Dan saya harap ini bisa disambut dengan apresiasi. Terima kasih, Mak Senangnya. Sebenarnya banyak atik itu yang berharap,",Proud
498,RAPED BERSAMA Komisi 10 DPR Ering Terkait Persetujuan Penambahan Anggaran Kemenporat tahun 2026 Kemenporat Kemenporat tahun 2026 Kemenporat Kemenporat tahun 2026 Kemenporat Kemenporat tahun 2026,Surprise
499,"Kami capai selamat datang dan juga selamat bergabut. Kepada adik-adik untuk bermain dengan relax, bermain dengan hati, supaya bisa menunjukkan inner-interceptor payanya, supaya bisa terpilih, bisa bermain untuk di Indonesia. Ditimbingan, ditawak di pilihan pelating dan obisial kalian, maka nantinya, kalian akan menjadi pemain pemain nasi-suna yang berhina-dinasi. Terima kasih. Terima kasih.",Proud
500,"kami dari SSB Jatira Bandung Soccer harap semoga slancar, slancar terus bisa memotivasi bisa memotivasi dari pemain, pemain lain 20 menang Oxford 42 menang Oxford 20 menang Oxford 70 menang Oxford 20 menang Oxford 85 Oxford 20 menang Oxford 20 menang Oxford 31 menang Oxford 32 menang Oxford",Joy
501,"Saya, Kusura Madaran, mengajak para pecinta sepak pula di Indonesia untuk bisa hadir, menysukseskan dan meramaikan doörnomen presiden kap. Dan kita tunggu kehadirannya pasti untuk memberikan bubunga dan support kepada setiap tim yang bertanding. Sukses lalu para support Tegnesia Jaya sepak pula.",Joy
502,"Halo guys, perkenalkan nama saya Malik. Perkenalkan nama saya Pina. Saya dari Bukasi. Dari C. Anjur. Hari ini dukung Persip dong. Nonton pemain baru Persip nih, lagi banyak nih. Sadil, sadil. Tiga kosong untuk Persip. Dua kosong. Yang golin William. Saya Iwa dan Salma dari Bandung. Hari ini saya mau nonton pertandingan Persip. Secarah pertandingan kami tidak berharap Persip bentang ya. Ini baru paruh musim. Jadi kesempatan untuk Persip untuk memadukan strategi serta permainan individu menjadi permainan tim. Radiksi skor Enya dua sama deh. Halo, di Kampang. Di saya dan Puan Akan dan anak saya. Untuk pertandingan malah ini, optimis menang. Walaupun pas gue jangan nak, lagi coba-coba pemain. Salah tipis sih. Ula satu. Gokolin, kayanya pemain baru deh.",Trust
503,"2025 masih belum bisa bernanggai kata sini gue ajarin guys, yuta! yang pertama, kalian harus belajar kaki guys ketika kalian menarik kaki, tarik lajem pole kalian juga guys agar terbiasa menarik ankle kalian juga guys caranya kalian tarik kaki kalian seperti ini lalu buka ankle kalian seperti ini lalu dorong dengan kuat menggunakan kelapa kaki kalian guys hingga lurus seperti ini biasanya kalau lagi belajar, pasti banyak yang salah berdorong menggunakan penggung kaki guys nanti bernanya gak akan maju dua, kalian harus belajar akan kepala, alias ambil nafas guys buka tangan kalian sambil mengangkat kepala kalian dan jangan lupa ketika di atas ambil nafas menggunakan mulut lalu dibawah dikeluarkan dengan hidup kalian bisa coba latihannya dengan jalan kaki seperti ini sambil melati pernafasan kalian ketiga, kalian harus belajar tangan guys kalian buka tangan kalian selebar ini lalu tarik ke arah dada guys kalian bayangkan sedang membentuk lingkaran seperti ini guys nah, kalian perhatikan di bawah air ini ya ketika kalian menarik tangan kalian tekuh tangan kalian seperti ini lalu tinggal luncurkan ke depan deh ingat rumusnya buka, tarik dan tutup yang keempat, kalian satuin semua kaki, tangan dan ambil nafas guys kalian bisa coba dua kali dorongan kaki lalu satu kali tarikan sambil angkat kepala kalian guys kalau sudah terbiasa, kalian bisa cobain satu kaki dan satu tangan seperti ini kunci bernangkai dada biar bisa maju dan ngeluncur kalian harus synchronin antara tangan, kaki dan kepala dengan timing yang bagus dan benar guys kalau konten gue bermanfaat, jangan lupa like, comment, follow dan share guys you there",Trust
504,"Kala-kala laga Terutangan buat semuanya Bukti Berlari, sore berlari Terutlah berlari bang, ngelih gimani Ayo semangat para atli tegri Semoga bisa bawa pulak piyala teroti Baratit, mari kita sama-sama panjatkan Bujuh sutur kita, keadaan ulas Semana utala kulanya lakuasa Hari ini, kita sama-sama Lakukan pelupasan kontingen atlet Jakarta-Pusat Untuk mengikuti Pekat waraga pelajar provinsi Dan Pekat waraga provinsi di Jakarta tahun 2025 Di kesempatan yang baik ini Saya ingin menyampaikan Dia dapat 360 atlet Jakarta-Pusat Dan juga 56 Para pelati dan asisten pelati Yang tentunya saya berharap kepada semuanya Agar tentunya bisa memberikan kebanggaan Untuk kota Jakarta-Pusat Saya berharap Anda semua para atlet Para pelati, asisten pelati Dapat mengharungkan Nama kota Jakarta-Pusat Di tingkat provinsi BKI Jakarta Saya yakin dan percaya bahwa Ada semua adalah Perwakilan atlet-atlet yang terbaik Yang telah melewati proses leksi Dan atlet yang sangat keras Kota Pusat Sari keren, sari oke",Trust
505,"Good day tennis entusias! Kembali lagi di sama gue, Kuo Kocen, Daner Terwandang. Dan kali ini gue akan mau share tips. Simple surf untuk newbie beginner atau intermediate juga bisa. Mosa ribu ribu, let's go! Biasanya kalau service, itu pegangannya kontinental. Tapi untuk info kebanyakan kalau newbie ya, itu biasanya using the forehand grip. Tapi itu gak masalah. Bagaimana servicesnya? Lajar dulu tos ya, itu lempar, tangkap. Lemparnya itu adalah di antara 12 dan 1. Pertama yang harus dilakukan adalah, kalau memang susah, yaitu pake ritm dulu. Jadi 1, 2, 3. Jadi rangket di sini 1, lempar, kukul. Oke, service adalah down together, up together. Yaitu down, up. Oke, bisa juga seperti ini. Kalau memang dia belum ada dari sini, dia bisa mulai started dari sini dulu. Dia lempar, terus kukul. Oke, gitu aja kira-kira tips gue kali ini tentang service. Yaitu simple aja service-nya. I'll see you guys later, sampai ketemu di video gue yang lain. Oke, bye, see you.",Trust
506,"Alhamdulillah ya Allah, agak poin hari ini kita melakukan kedepan seperti yang saya katakan, kami melakukan semua kembalian segalanya untuk Indonesia Terima kasih, ayo",Trust
507,"Selamat malam, YWFF, Rollos Belasia dan Wally Kwady, dan kucper harap generasi Kaled ini lain di Dorong nanti untuk bisa menjadi generasi yang benar-benar menjadi generasi baru tim Nas Senior. Kita setiap ada training center, dimana pun itu ada kantor tempat kita bekerja setiap hari yang sekaligus tempat meeting dengan para pemain. Meeting ini sangat bagus saya bagi para pemain untuk memotivasi diri kita juga untuk persiapan menyuju pelasihan nanti. Dan saya harap semua pemain generasi yang mental dan fisik. Semoga Mohondo ada dukannya kepada Sur, maksud Indonesia. Semoga kita bisa lalos dan qualify buat PR Dunia U20 di China nanti. Amen.",Trust
508,Inilah Service Klas Dunia dilihat dari dekat. Bisakah kamu menahannya?,Surprise
509,Yujin Ishida pernah mencetak 5A seberuntung. Saat itu ia tampil di World Cup 2019 dan usianya masih 19 tahun. Terima kasih kerana menonton!,Joy
510,"balik ke bola tangan, tentu gitu juga sama kalau kita, saya berharap misalnya bang Acoh ini kan kita memang kami minta ya kemarin menjadi wakil ketua wakatumbi dan unisasi tentu wakatumbi dan unisasi mesti ditegasin ya kemudian ada Icu Sugiatok bidang perasaan-asaan dan seterusnya Rambura gue Icu kalau sambas dulu kan begitu jadi gitu bang Egera-Egera ya nanti juga nanti kita bas lagi bang ada komentar-komentar nih coba lihat sini kita ya ini dari pertama nih Abidabiyukadavi wow satria keren banget, satria wow keren banget itu minyapatnya kan? udah gak? udah jangan udah, jangan udah udah, ini minyapat",Surprise
511,"Kalau soal Klepola Voli Lafani, saya juga berharap ini sukses dalam gelanggang proliga tahun 2021 mendatang. Ini anak-anak dari berbagai penjuru tanah air punya talenta yang tinggi untuk bermain voli, tapi satis sosialnya sebagian dari kalanan biasa, bahkan kurang mampu, maka saya berharap betul mereka sukses. Selamat tinggal.",Trust
512,"Gak dikuasai, tapi kamu akan sesuai untuk euroztrinya. Z erfahren yang mem Bardzo Be young. FalunEveryday terkertama crippi possib undang-undang bagi siapal penat. Rew fouled carving dari kamar makhluk bandeja. Malangnya dengan kommet기 makhluk Boxer framework digunakan di skiplat. Rew fouled, bagi siapal penat, dilag姐 miter. Ya, noticed heeft f� onion tile, ada kayaู masak yang akan terlalu diikuti, buat itu sudah contains zooman di inom punto emas implementer atau komputer, lebih lagi components, saya pesan dikit sendiri, tapi saya ngakunya ke orang itu bahwasanya mereka yang kasih dikit itu ke saya gitu loh di pertandingan ke tiga itu, di Viet Nam mungkin ya rata-rata pemain bola tidak maulah apa yang saya lamin waktu itu karena yang saya lamin itu mimpi buruk kayanya buat pemain bola semua, debutan gitu sesampanya di Jakarta, saya langsung dibawa kurma sakit untuk melakukan penanganan untuk masalah kaki saya yang sudah ditanggung oleh asuransi yang bekerjasama dengan PCC saya berharap semoga saya bisa dapat cepat kembali lagi ke lapangan dan bermain sepak bola lagi",Joy
514,"Saya baru bisa mengumumkan technical advisor untuk tim nasional kita, yaitu saudara Jodhi Groove. Kita memerlukan individu-individu yang memang bisa menjadi bagian kita membangun program-program besar kita ke depan. Salah satu figur yang terus kita coba bangun yaitu di sisi technical. Bagaimana membangun metologi untuk kepelatuhan, mengoptimalkan pemain dari tingkat yang amatir keprifusional, roadmap, talent pool tim nasional. Saya baru bisa mengumumkan technical advisor untuk tim nasional kita, yaitu saudara Jodhi Groove. Dia akan datang di awal Marat bersama Patrick untuk mulai juga bicara seperti apa rancangan besar dia, termasuk juga membantu pencarian technical director dan mereview semua kepelatikan yang ada di tim BTM, tim nasional.",Joy
516,"Oh sama-sama 4? Oh iya sama-sama 10 lah, mudahlah. Oh ini yang cuara? Iya, Pak. Nah, us lagi kalau cuara. PIPA, sekarang 24. 24? PIPA ranking dulu sih. Bimana sih yang... 1, 2, 3, 4 nih saya. Eh, coba aja sih. Nanti saya balik lagi, coba lihat. Selamat ya. Selamat ya. Nomor 1, Thailand. Oh bener. Karena ternyata, Iran dan Jepang nih ga main-main Pak. Jadi kalau Thailand dia main terus. Kita juga bisa. Nah, 10 lah targetnya ya. Masa ya. Oh sama-sama 6? 4. Oh iya sama-sama 10 lah, mudahlah. Mau tanding sama tim nasi, coba. 8, bener.",Surprise
517,"tadi juga saya diterima oleh Pak Perabowo, ya Pak Presiden, kirim salam buat kalian saya mau capai terima kasih PEMBOLA PUTRI PEMBOLA PUTRI akut tangan buat pemain dan ofisial akut tangan untuk semua yang mendukung perjuangan kalian ayo, kita bisa buktikan bahwa sepak bola putri itu ada dan nyata betul? betul kita bisa kasih lihat juga kita tidak pernah menganak-pilih sepak bola putri tapi jangan berkuas diri karena perjalanan kita masih panjang tadi juga saya diterima oleh Pak Perabowo, ya Pak Presiden, kirim salam buat kalian saya mau capai terima kasih kalian bawa benda yang merah putri kasih, minyak tangan kita juga k siitä kebakaran, sekarang aku berharap elakkan setting haria kita Darrin order B orangesont Rocking",Trust
518,"Di platform console, ketiga atlet ini seperti biasa sudah cukup siap. Dari kemarin kita mencoba melakukan simulasi dengan melakukan scrim terhadap negara-negara nakan kita temukan di guild stage. Kita juga coba beberapa skenario dengan menggunakan beberapa formasi. Dari PSSE di sini sudah menyiapkan beberapa komponen karena ini PC yang lumayan panjang, persiapan yang panjang juga natinnya akan ada coaching clinic dengan salah satu pemain dari Spanyol, mantan pemain dari Spanyol, Alex Andro, yang sudah banyak pengalamannya dia yang nantinya akan membantu tim nasional ini menjadi lebih baik dan lebih siap dalam menghadap tournament Pela Dunia Vivaing. Saya sangat gembira melihat teman-teman ini berpikiran di tim nasional dan Indonesia. Di console mereka sangat bagus dan mereka lebih berbicara, tapi banyak kemungkinan untuk memperkenalkan diri di stage yang besar seperti WorldCap dan saya pasti akan menyebabkan banyak orang di performaannya.",Trust
519,"Bala Omar, 6-6 Cek kesiapan Ghibirka sebelum lawan Jepang Itu panjang Oke, itu bagus Jadi kamu bisa bernasik dengan gini Lanjut Cek Sisi TV Baru di Ghibirka Kalau yang aku nyalakan Garuda ID, ya bisa Kita nambah 103 CCTV Jadi nanti Garuda ID plus CCTV Baya jaga kebocoran tiket bukan karena Komersial, tapi ini karena keselamat Viva, IFC, tadi saya ajak ketemu Mereka melihat kita siap Yang penting kita kasih lihat ke mereka Kita bukan bangsa yang terbelakang",Anger
520,"Jadi ini benar-benar kita ingin memasihkan kita bisa mengirim alfet yang siap untuk di Sea Games december nanti. Kemenpora membuka seleksi nasional untuk 3 cabang olahraga yang akan dipertandinkan di Sea Games 2025. Kita akan membuka seleksi nasional untuk alfet di setuju Indonesia untuk tiga cabang olahraga, yaitu Terusbeja, Tinju, dan Sembata Cloud. Ini kita lapor seleksi nasional pertama-lamah untuk darok rakan posisi alfet si game. Kenapa Kemenpora melakukan seleksi nasional? Karena memang di masing-masing sepang olahraga ini padat dalam negara dan isu yang saya rasa akan mengekalkan media olahraga sudah memahami, tapi yang membuat event kita tahu bahwa itu adalah partisipasi negara. Jadi kali ini karena mengambil sikap kita tidak mau memorbankan para alfet maupun para pelati yang sama ini sudah berlati, mempersiapkan diri, tapi karena ada kendala-kendala yang di luar, keplatihan dan alfet, jadi tidak bisa berakap menunjukkan event. Dan nanti seleksi ini terbuka untuk siapapun yang alfet pastinya. Alfet, dimasukkan oleh alfet dan pasti ada teriak dan diisi kernah, perpresesasi, juga banyak. Bagaimana keperluan-keperluannya di sediakan, tapi yang pasti tidak melihat dari keberlasi mana atau versi siapa. Jadi ini benar-benar kita ingin memasihkan kita bisa mengirim alfet yang siap untuk di si games december nanti. Semoga seleksi nasional ini bisa disebarkan keseluruh insan olahraga Indonesia.",Trust
521,"...266 lagu pemaksan Indonesia yang menggema di perjalanan pembinaan punnya, 256. Soalnya dengan agenda utama napa setelah hari ini, yang ini bahasan pemberian pertimbangan... ...kuantian negara dan publik Indonesia kepada asil sepak bola untuk saudara Emila Udero muli jadi... ...Dian Ruben James, Joy Maties, Pelo Pesie. Ini kerja sama mitara pemerintah dan peseksi dan tertutup seluruh daripada masyarakat sepak bola... ...yang mengimpikan sepak bola kita harus panggil. Komisi sepuluh DPRI memutuskan menyetujui rekomendasi pemberian... ...kuarga negaraan Republik Indonesia, Joy Maties, Pelo Pesie, Emila Udero Muliadi, Dian Ruben James. Pakak Komisi 13 DPRI dapat menuju permohonan pertimbangan... ...Pemerian Kuarga Negaraan Republik Indonesia, Joy Maties, Pelo Pesie, Emila Udero Muliadi, Dian Ruben James. Setuju? Saya berjanji mengakui tundum dan setiap kepadar... ...Negara Kesatuan Republik Indonesia.",Proud
522,"Halo sobat pora yang akan dukung Tim Nas di Stadion GPK. Udah tau belum? Uduh and Downs? Sebelum nobar? U si mok? Pastiin kalian pakai baju Tim Nas kesayangan kita ya, Sob. Dan jangan lupa hafalin chanting kita. Pastiin kalian punya tiket ya. Kalau nggak, nggak bakal bisa masuk loh. Buat kalian yang nggak mau ribet-ribet nari parkir, boleh banget loh naik transportasi umum, ada MRT, Traks Jakarta dan lainnya. Sobat pora harus tau ya, ada beberapa barang yang nggak boleh diwalk Stadion loh. Selain barang-barang yang tadi, Sobat pora juga nggak boleh loh, bawa kamera profesional ke dalam Stadion. Ya, ya, ya. Eh mas, mas, mas, mas. Oh, enggak. Bawa kamera profesional aja nggak boleh, apalagi nggak live. Masih ember, masih ember. Ya nggak apa, nikmatin aja pertandingannya. Gijuan. Nah, Sob. Hal terakhir yang nggak boleh dilakuin adalah, merahkok, trapping, minimum keras, dan juga narkogat. Karena itu semua bisa mengganggu penampilan orang lain. Nah, itu dia, Dua and Downs. Selamat kita nonton Stadion. Yuk kita tatu bersama, dan kita nyaman-nyaman bersama.",Joy
523,"Saya berharap bahwa semuanya yang terakhir. Mungkin ini bukan proses naturalisasi yang terakhir dan pastinya ke depan mungkin akan ada proses-proses naturalisasi yang lainnya dan dicabung-cabung orang agar lainnya. Takutnya kalau nggak disampaikan nanti kaget. Kami ingin perpesan kepada masyarakat agar tetap melakukan pembinaan. Bagaimana dengan upaya dari Kemenpora untuk bagaimana pelati-pelati kita ini di Indonesia? Kenapa PSSI usia 17-21 itu karirannya itu melesat? Tetapi begitu memasuki 22-23-24 mulai terjadi penurunan. Saya mau akhir pemerintah mengecahkan terima kasih karena seluruh fraksi sudah menyetujui terkait dengan proses pemerintahan kewarga negaraan. Prinsipnya proses naturalisasi ini merupakan salah satu strategi jangka penek menengah. Dan saya tekan kembali seluruh atlet yang di naturalisasi merupakan atlet yang darah asli dari Indonesia. Hanya berbeda tempat lahir saja. Saya pun menjadi saksi bagaimana coach Indra Savri dan coach Nova itu melakukan scouting sampai ke daerah-daerah plosok. Dan setiap kita melakukan acara seleksi pendaftarnya sampai 23,000 peserta. Dan ini terjadi di setiap daerah. Sati giparare yang kami lakukan tidak hanya di sepak bola, bagaimana saat ini kita menguatkan sistem dan fondasi ke depannya. Dan sudah menjadi suatu komitmen VIVA untuk membuka kantor di Indonesia dan salah satu program utamanya adalah bagaimana trainer of train. Jadi melatih-pelatih di Indonesia oleh SDM VIVA. Dan juga selain persiapan dan scouting, kejuaraan daerah, kejuaraan dari U7 sampai junior, saat ini juga fasilitas untuk pembinaan atlet. Juga sedang kami siapkan contohnya untuk 9 Sabang Ohraga salah satu yang termasuk sepak bola. Di Cibubur, Desember ini sudah jadi tingkat dunia. Itu ada sepak bola, ada atletik, panahan, batminton. Dan khusus untuk atletik ada di Pengalingan juga baru saja, minggu terakhir kereodi 2019-2024. Itu kami resmikan dan nantinya juga di IKN, Training Center Sampak Bola, VIVA juga sudah jadi. Tinggal nunggu dilesmikan oleh Presiden dan Presiden VIVA. Atlet Indonesia ini biasanya mulai tandakutip kempes ini setelah usia 20 tahun. Karena setelah usia 20 tahun biasanya kita sebagai warganegara Indonesia ini sudah dihadapkan pilihan yang harus memilih dalam hidup. Nah itulah yang harus kita perkuat bagaimana Ohraga memiliki fungsi industri dan ekonominya yang bisa menjamin kesejahteraan kehidupan para tenaganya yang ada di dalam ekosistemnya. Jadi dari segi infrastruktur, pelatihan dan di hilirnya adalah industri. Jadi dari hulu sampai...",Surprise
524,"Menyebangati para juara Timbucia Indonesia. Baru pertama kali turun di cabar Bucia, para juara Indonesia langsung borong satu medali perat dan dua medali perungkus. Mohon, masyarakat Indonesia turun belakang dan support. Agar para atlet, pelati, dan kontin Indonesia di paling biadar bisa mengukir sejarah, dan juga bisa menginspirasi seluruh masyarakat di Indonesia.",Trust
